_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,FTH_PRIORITY,FTH_ORGANIZATION,FTH_FAITH,FTH_DENOMINATION,FTH_GROUPING,FTH_PHONE,FTH_EXTENSION,FTH_FAX,FTH_CELL,FTH_HOME,FTH_SALUTATION,FTH_FIRST_NAME,FTH_LAST_NAME,FTH_POSITION,FTH_EMAIL,FTH_CONTACT,FTH_WEBSITE,FTH_FORUM,WARD_NAME,WARD_NUMBER,COMM_COUNCIL_NAME,COMM_COUNCIL_CODE,NEIGHBOURHOOD_NAME,geometry
628,574340,3350,Weston Rd,3350 Weston Rd,M9M2V1,NORTH YORK,Toronto,,109001,442330,3350,,,,952,,,,,621,2,Weston Road Pentecostal Church,Christian,Pentecostal,Evangelical,(416) 741-3558,,(416) 741-8781,,,Pastor,David,Ripley,,pastorripley@westonroad.com,,,e-mailed,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humbermede (22),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5415495429731, 43.7455529647686]]}"
629,10340967,2400,Finch Ave W,2400 Finch Ave W,M9M2C8,NORTH YORK,Toronto,Church Of God Deliverance,109001,10340792,2400,,,,1610,,,,,622,2,Church Of God Deliverance,Christian,Pentecostal,Evangelical,(416) 747-6442,,,,,Rev.,J.,Spencer,Senior Pastor,cgdc@churchofgoddc.com,,www.churchofgoddc.com,emailed,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5486729776621, 43.7514716687121]]}"
630,516009,2300,Finch Ave W,2300 Finch Ave W,M9M2Y3,NORTH YORK,Toronto,Faith Church Of God In Christ,109001,441204,2300,,,,1610,,,,,623,2,Victory & Praise Church,Christian,Pentecostal,Evangelical,(416) 740-3879,,,,,,,,,,,,,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Summit (21),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5422694662051, 43.7536110380096]]}"
631,853512,243,Perth Ave,243 Perth Ave,M6P3X9,former TORONTO,Toronto,Perth Avenue Seventh Day,109001,1143768,243,,,,4182,,,,,624,,Perth Avenue Seventh Day Adv,Christian,,,4165351909,,,,,,,,,,,,,Davenport (9),9,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Dovercourt-Wallace Emerson-Junction (93),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4502751980476, 43.6613434989132]]}"
632,813190,151,Glenlake Ave,151 Glenlake Ave,M6P1E8,former TORONTO,Toronto,St Martin In The Field,109001,14013934,151,,,,3546,,,,,625,,St Martins In The Fields,Christian,,,4167677491,,,,,,,,,,,,,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,High Park North (88),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4604988848434, 43.6580658950172]]}"
633,2215093,2611,Dundas St W,2611 Dundas St W,M6P1X8,former TORONTO,Toronto,,109001,2215091,2611,,,,558,,,,,626,,First Polish Baptist Church,Christian,,,4162393305,,,,,,,,,,,,,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4574065978779, 43.663460325738]]}"
634,809873,1,Gillespie Ave,1 Gillespie Ave,,former TORONTO,Toronto,Roman Catholic Episcopal,109001,1142263,1,,,,3503,,,,,627,,Roman Catholic Episcopal,Christian,,,4166563130,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Weston-Pellam Park (91),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4580434395369, 43.6703617228227]]}"
635,791300,2061,Davenport Rd,2061 Davenport Rd,M6N1C7,former TORONTO,Toronto,Newborn Church Of God,109001,1142193,2061,,,,3269,,,,,628,,Newborn Church Of God,Christian,,,4166512288,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Weston-Pellam Park (91),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4600523426549, 43.6703678793124]]}"
636,8292463,88,Mulock Ave,88 Mulock Ave,M6N3C6,former TORONTO,Toronto,,115001,8292448,88,,,,4032,,,,,629,,Ozanam House,Christian,,,4167624195,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4655348396219, 43.6700598829943]]}"
637,762915,99,Annette St,99 Annette St,M6P1N7,former TORONTO,Toronto,Keele St Church Of Christ,109001,14014152,99,,,,2890,,,,,630,,Keele Street Church Of Chris,Christian,,,4167678911,,,,,,,,,,,,,Parkdale-High Park (4),4,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4633305812565, 43.6633618165552]]}"
638,762939,152,Annette St,152 Annette St,,former TORONTO,Toronto,Victoria-Royce Presbyterian,109001,1143447,152,,,,2890,,,,,631,,Full Gospel Young Sung Chrch,Christian,,,,,,,,,,,,,,,,Parkdale-High Park (4),4,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.466853476144, 43.6636259565225]]}"
639,8030855,425,Pacific Ave,425 Pacific Ave,M6P2R3,former TORONTO,Toronto,West Toronto Gospel Hall,109001,14020592,425,,,,4137,,,,,632,,Hallelujah Filipino Baptist,Christian,,,4167626427,,,,,,,,,,,,,Parkdale-High Park (4),4,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4682645842563, 43.6659633924882]]}"
640,9086147,3049,Dundas St W,3049 Dundas St W,M6P1Z5,former TORONTO,Toronto,West Toronto Baptist Church,109001,9086134,3049,,,,558,,,,,633,,Shalom Korean Church,Christian,,,4165157953,,,,,,,,,,,,,Parkdale-High Park (4),4,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4712017376186, 43.665292616405]]}"
641,8005212,260,High Park Ave,260 High Park Ave,M6P2S6,former TORONTO,Toronto,High Park United Church,109001,8005169,260,,,,3660,,,,,634,,Hanuhl United Church,Christian,,,4167626733,,,,,,,,,,,,,Parkdale-High Park (4),4,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4697291649499, 43.6624922071447]]}"
642,8740055,1764,St Clair Ave W,1764 St Clair Ave W,M6N1J3,former TORONTO,Toronto,,115001,14050253,1764,,,,890,,,,,635,,International Pentecostal,Christian,,,4166530766,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Weston-Pellam Park (91),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4611301647979, 43.6742397574454]]}"
643,876647,28,Talbot St,28 Talbot St,M6N1G4,former TORONTO,Toronto,,100001,1141588,28,,,,4530,,,,,636,,North Toronto Chinese Baptis,Christian,,,4167338088,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Weston-Pellam Park (91),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4564482857065, 43.6743672745606]]}"
644,14038642,73,MacKay Ave,73 MacKay Ave,M6H2N7,former TORONTO,Toronto,,115001,14013473,73,,,,3891,,,,,637,,Hungarian United Church,Christian,,,,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Corso Italia-Davenport (92),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.445844372799, 43.6762257732882]]}"
645,7154957,21,Blackthorn Ave,21 Blackthorn Ave,M6N3H4,former TORONTO,Toronto,The Church Of St. Mark and Calvary,109001,14015325,21,,,,454,,,,,638,,Saint Mark'S & Calvary Churc,Christian,,,4166561144,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Weston-Pellam Park (91),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4585202970583, 43.6750755761718]]}"
646,825027,24,Innes Ave,24 Innes Ave,M6E1M8,former TORONTO,Toronto,Bible Way Of Jesus,109001,1140301,24,,,,3729,,,,,639,,The Bible Church Of Jesus Ch,Christian,,,,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Corso Italia-Davenport (92),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4569844072479, 43.6813389981672]]}"
647,8772095,115,Harvie Ave,115 Harvie Ave,M6E4K4,former TORONTO,Toronto,Patterson Presbyterian Church,109001,14015568,115,,,,648,,,,,640,,Patterson Presbyterian Churc,Christian,,,,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Corso Italia-Davenport (92),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4510567401243, 43.6802867547113]]}"
648,76289,402,Westmount Ave,402 Westmount Ave,M6E3N5,YORK,Toronto,St John Bosco Church,109001,8516,402,,,,951,,,,,641,,St John Bosco Church,Christian,,,4166511491,,,,,,,,,,,,,Toronto-St. Paul's (12),12,NORTH YORK COMMUNITY COUNCIL,NO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4455758749511, 43.6859372789345]]}"
649,7219511,332A,Silverthorn Ave,332A Silverthorn Ave,M6M3G6,YORK,Toronto,,115001,7219490,332,A,,,882,,,,,642,,Open Door Pentecostal Church,Christian,,,9058969222,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Keelesdale-Eglinton West (110),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4637339234096, 43.6830363936523]]}"
650,7131619,707,Old Weston Rd,707 Old Weston Rd,M6N3B7,YORK,Toronto,,100001,7131649,707,,,,798,,,,,643,,St Matthew'S Church,Christian,,,,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Keelesdale-Eglinton West (110),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4668149969699, 43.6812559611816]]}"
651,10364941,325,Weston Rd,325 Weston Rd,M6N4Z9,former TORONTO,Toronto,,115001,10364900,325,,,,952,,,,,644,,La Luz De Christo Church,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4730488290413, 43.6789388263606]]}"
652,10364941,325,Weston Rd,325 Weston Rd,M6N4Z9,former TORONTO,Toronto,,115001,10364900,325,,,,952,,,,,645,,La Luz De Cristo Pentecostal,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Junction Area (90),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4730488290413, 43.6789388263606]]}"
653,8232461,1695,Keele St,1695 Keele St,M6M3W7,YORK,Toronto,,115001,14662403,1695,,,,703,,,,,646,,Presbytherian Church,Christian,,,4166537756,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Keelesdale-Eglinton West (110),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4726839747381, 43.6854716032041]]}"
654,8211356,5,Louvain St,5 Louvain St,M6N4W7,YORK,Toronto,Humber Blvd Baptist Church,109001,8211361,5,,,,751,,,,,647,,Humber Blvd Baptist Church,Christian,,,4167660414,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rockcliffe-Smythe (111),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4825751087244, 43.6809121973693]]}"
655,76451,694,Weston Rd,694 Weston Rd,M6N3R2,YORK,Toronto,Roman Catholic Episcopal,109001,8891,694,,,,952,,,,,648,,Roman Catholic Episcopal,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rockcliffe-Smythe (111),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.477977002696, 43.6820736263915]]}"
656,9531720,814,Jane St,814 Jane St,M6N4C1,YORK,Toronto,,115001,9486977,814,,,,694,,,,,649,,Mt Refuge Church,Christian,,,4166042912,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rockcliffe-Smythe (111),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4950281818358, 43.6737682605661]]}"
657,4666680,130,Industry St,130 Industry St,M6M5G3,NORTH YORK,Toronto,,113001,4666678,130,,,,691,,,,,650,,Spiritual Church Of Christ,Christian,,,4162428069,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Brookhaven-Amesbury (30),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4950696399717, 43.6946638083257]]}"
658,9796827,1796,Lawrence Ave W,1796 Lawrence Ave W,M6L1E2,NORTH YORK,Toronto,St Davids Anglican Church,109001,9796823,1796,,,,732,,,,,651,,St. David'S Church,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rustic (28),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5008310699493, 43.7037772077144]]}"
659,9796825,1789,Lawrence Ave W,1789 Lawrence Ave W,M6L1E3,NORTH YORK,Toronto,St Bernard Of Clairvaux Church,109001,9796823,1789,,,,732,,,,,652,,St Bernard Of Clairvaux Chur,Christian,,,4162416735,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Brookhaven-Amesbury (30),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5005383703868, 43.7031611170372]]}"
660,11461970,176,Maple Leaf Dr,176 Maple Leaf Dr,M6L1N8,NORTH YORK,Toronto,Maple Leaf Drive Reformed Church,109001,11461969,176,,,,6149,,,,,653,,Maple Leaf Drive Reformed Ch,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rustic (28),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4975935109101, 43.7111107640034]]}"
661,5650596,5,Maple Leaf Dr,5 Maple Leaf Dr,M6L1N4,NORTH YORK,Toronto,,109001,5650595,5,,,,6149,,,,,654,,Kingdom Hall Of Jehovah'S Wi,Christian,,,,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rustic (28),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5044520343589, 43.70907906268631]]}"
662,530992,2100,Jane St,2100 Jane St,M3M1A1,NORTH YORK,Toronto,St Philip Neri,109001,445082,2100,,,,694,,,,,655,,St Phillip Neri Church,Christian,,,4162413101,,,,,,,,,,,,,Humber River-Black Creek (7),7,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Downsview-Roding-CFB (26),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5088569557294, 43.719292419447505]]}"
663,564368,89,Springview Ave,89 Springview Ave,M6L3B3,NORTH YORK,Toronto,Church Of God Pillar,109001,445363,89,,,,6768,,,,,656,,Tabernacle Church Of God And,Christian,,,4162460093,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Rustic (28),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.50223324584391, 43.7171163905596]]}"
664,512961,50,Erie St,50 Erie St,M6L2P9,NORTH YORK,Toronto,North Park Presbyterian Church,109001,445232,50,,,,5528,,,,,657,,North Park Presbyterian Chur,Christian,,,4162472641,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Maple Leaf (29),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4816593735985, 43.7178583906289]]}"
665,9085157,2301,Keele St,2301 Keele St,M6M3Z9,NORTH YORK,Toronto,,115001,20040695,2301,,,,703,,,,,658,,Fountains Of Life Church,Christian,,,4169164111,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Brookhaven-Amesbury (30),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4766782641334, 43.7040668600059]]}"
666,542964,28,Milford Ave,28 Milford Ave,M6M2V8,NORTH YORK,Toronto,,113001,446453,28,,,,6221,,,,,659,,Igesia Cristiana,Christian,,,4166147795,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Brookhaven-Amesbury (30),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4744372786831, 43.70537580534211]]}"
667,8649732,1828,Eglinton Ave W,1828 Eglinton Ave W,M6E2H6,YORK,Toronto,St Cuthberts United Church,109001,20161258,1828,,,,571,,,,,660,,The British Methodist Episco,Christian,,,4165347831,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Briar Hill-Belgravia (108),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4503042957595, 43.69596868652961]]}"
668,9066246,2000,Keele St,2000 Keele St,M6M3Y4,YORK,Toronto,Greenborough Community Church,115001,9066247,2000,,,,703,,,,,661,,Green Borough Community Chur,Christian,,,4166517074,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Beechborough-Greenbrook (112),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4757272759794, 43.6974108623235]]}"
669,73225,191,Schell Ave,191 Schell Ave,M6E2T3,YORK,Toronto,Jesus Christ Church,109001,7655,191,,,,874,,,,,662,,Jesus Christ Church,Christian,,,,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Briar Hill-Belgravia (108),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4614556903586, 43.6964990350147]]}"
670,8007921,915,Davenport Rd,915 Davenport Rd,M6G2B7,former TORONTO,Toronto,,115001,8007918,915,,,,3269,,,,,707,,St Peter Temple,Christian,,,,,,,,,,,,,,,,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Wychwood (94),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4235080583549, 43.6752515329615]]}"
671,8456834,2514,Eglinton Ave W,2514 Eglinton Ave W,M6M1T1,YORK,Toronto,The Glorious Church,109001,8432256,2514,,,,571,,,,,663,,Miracle Temple Ministries,Christian,,,4166567354,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Beechborough-Greenbrook (112),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4706207068293, 43.691442554658]]}"
672,59117,2687,Eglinton Ave W,2687 Eglinton Ave W,M6M1T8,YORK,Toronto,,107010,8187,2687,,,,571,,,,,664,,Shechinah International,Christian,,,4166540114,,,,,,,,,,,,,York South-Weston (5),5,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Keelesdale-Eglinton West (110),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4768646862416, 43.6895196554696]]}"
673,11714663,2350,Dufferin St,2350 Dufferin St,M6E3S4,YORK,Toronto,,115001,20091987,2350,,,,557,,,,,665,,Miracle Life Christian Fello,Christian,,,4167852940,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Caledonia-Fairbanks (109),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4503704824339, 43.6952003111897]]}"
674,11714664,2353,Dufferin St,2353 Dufferin St,M6E5A5,YORK,Toronto,St Hildas Anglican Church,109001,20091987,2353,,,,557,,,,,666,,St Hilda'S Anglican Church,Christian,,,4167877911,,,,,,,,,,,,,Toronto-St. Paul's (12),12,NORTH YORK COMMUNITY COUNCIL,NO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4496106390732, 43.6951876559931]]}"
675,14646815,2,Hunter Ave,2 Hunter Ave,M6E2C8,YORK,Toronto,,115001,7819,2,,,,688,,,,,667,,Ihlesia Pentecostal,Christian,,,4167859965,,,,,,,,,,,,,Davenport (9),9,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Caledonia-Fairbanks (109),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4499501567397, 43.6945207734992]]}"
676,8593834,402,Oakwood Ave,402 Oakwood Ave,M6E2W3,YORK,Toronto,Kingdom Hall,109001,8593793,402,,,,794,,,,,668,,Kingdom Hall Of Jehovah'S Wi,Christian,,,4166545503,,,,,,,,,,,,,Toronto-St. Paul's (12),12,NORTH YORK COMMUNITY COUNCIL,NO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4394400959898, 43.6881135704516]]}"
677,69685,421,Oakwood Ave,421 Oakwood Ave,M6E2W1,YORK,Toronto,Oakwood Baptist Church,109001,8203,421,,,,794,,,,,669,,Oakwood Baptist Church,Christian,,,4166528020,,,,,,,,,,,,,Toronto-St. Paul's (12),12,NORTH YORK COMMUNITY COUNCIL,NO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.439157588725, 43.6893764919091]]}"
678,75447,449,Vaughan Rd,449 Vaughan Rd,M6C2P4,YORK,Toronto,St Basils,109001,8194,449,,,,930,,,,,670,,St Basil'S Ukrainian Catholi,Christian,,,4166563772,,,,,,,,,,,,,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4338442941333, 43.6893804353432]]}"
679,75443,439,Vaughan Rd,439 Vaughan Rd,M6C2P1,YORK,Toronto,,109001,8198,439,,,,930,,,,,671,,First Hungarian Presbyterian,Christian,,,,,,,,,,,,,,,,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Humewood-Cedarvale (106),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4331276159531, 43.6890822373285]]}"
680,881213,2,Wembley Rd,2 Wembley Rd,M6C2E9,former TORONTO,Toronto,Forest Hill United Church,109001,1138717,2,,,,4656,,,,,672,,Forest Hill United Church,Christian,,,4167830879,,,,,,,,,,,,,Eglinton-Lawrence (8),8,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Forest Hill North (102),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4260607598411, 43.7018869538787]]}"
681,69800,587,Oakwood Ave,587 Oakwood Ave,M6E2X7,YORK,Toronto,The Open Bible Church,109001,7695,587,,,,794,,,,,673,,Prayer Outreach Ministries,Christian,,,4167841312,,,,,,,,,,,,,Toronto-St. Paul's (12),12,NORTH YORK COMMUNITY COUNCIL,NO,Oakwood-Vaughan (107),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4420317855833, 43.6962215794468]]}"
682,9666998,915,Roselawn Ave,915 Roselawn Ave,M6B1B6,YORK,Toronto,,115001,9655864,915,,,,854,,,,,674,,Pentecostal Church Of The Re,Christian,,,4167830608,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Briar Hill-Belgravia (108),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4424696044401, 43.7017242677142]]}"
683,369281,292,Old Kingston Rd,292 Old Kingston Rd,,SCARBOROUGH,Toronto,Roman Catholic Church,109001,106765,292,,,,8613,,,,,675,,St Joseph'S Church,Christian,,,,,,,,,,,,,,,,Scarborough-Rouge Park (25),25,SCARBOROUGH COMMUNITY COUNCIL,EA,Highland Creek (134),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.1713519265806, 43.7832568808398]]}"
684,8203285,1046,Avenue Rd,1046 Avenue Rd,,former TORONTO,Toronto,Rector & Church Wardens,109001,8203281,1046,,,,2924,,,,,676,,St Margarets Anglican Church,Christian,,,4164839749,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Lawrence Park South (103),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.40924678295002, 43.7049932975048]]}"
685,765657,1066,Avenue Rd,1066 Avenue Rd,M5N2C6,former TORONTO,Toronto,United Church,109001,1138403,1066,,,,2924,,,,,677,,St James-Bond United Church,Christian,,,4164850723,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Lawrence Park South (103),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4101326642694, 43.7057728416369]]}"
686,800582,7,Eglinton Ave E,7 Eglinton Ave E,M4P1A1,former TORONTO,Toronto,Salvation Army,109001,30012735,7,,,,125,,,,,678,,North Toronto Citadel,Christian,,,4164887954,,,,,,,,,,,,,Toronto-St. Paul's (12),12,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Mount Pleasant West (104),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3972745193308, 43.706688915381]]}"
687,2767756,1,Glenview Ave,1 Glenview Ave,M4R1P5,former TORONTO,Toronto,Glenview Presbyterian Church,109001,2767753,1,,,,3551,,,,,679,,Glenview Presbyterian Church,Christian,,,4164881156,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Lawrence Park South (103),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4018264958209, 43.720130250090506]]}"
688,798417,407,Dupont St,407 Dupont St,M5R1W3,former TORONTO,Toronto,New Apostolic Church,109001,1141581,407,,,,3343,,,,,708,,New Apostolic Church,Christian,,,,,,,,,,,,,,,,University-Rosedale (11),11,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Annex (95),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4124855460919, 43.6733289363357]]}"
689,835363,35,Lytton Blvd,35 Lytton Blvd,M4R1L2,former TORONTO,Toronto,Eglinton St. Georges United Church,109001,1138043,35,,,,3886,,,,,680,,St Georges United Church,Christian,,,4164811141,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Lawrence Park South (103),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4029577817209, 43.71542055378901]]}"
690,8238077,59,Briar Hill Ave,59 Briar Hill Ave,M4R1H8,former TORONTO,Toronto,St. Clement's Church,109001,8238095,59,,,,3058,,,,,681,,St Clements Anglican Church,Christian,,,4164836664,,,,,,,,,,,,,Eglinton-Lawrence (8),8,NORTH YORK COMMUNITY COUNCIL,NO,Yonge-Eglinton (100),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4021061744082, 43.7129425458924]]}"
691,11575121,817,Mount Pleasant Rd,817 Mount Pleasant Rd,M4P2L1,former TORONTO,Toronto,St Peters Estonian Lutheran,109001,11574915,817,,,,4022,,,,,682,,St Peters Estonian Lutheran,Christian,,,,,,,,,,,,,,,,Don Valley West (15),15,TORONTO AND EAST YORK COMMUNITY COUNCIL,SO,Mount Pleasant East (99),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390202946253, 43.7093651968333]]}"
